audio_norm,video_norm,au_norm,au_dynamic_norm,emotion
4778.1733,18.599695,7.9954953,11.84499,Fearful
4509.527,21.153187,9.382356,13.258254,Fearful
4112.455,20.505907,18.853493,29.826715,Disgust
4142.6475,19.94057,20.238737,31.906286,Disgust
3820.9824,20.771393,17.45294,29.037325,Disgust
4073.1963,21.351475,17.39164,28.807243,Disgust
4799.636,19.496647,20.631786,31.985647,Disgust
4959.7705,19.94439,19.902248,32.01163,Disgust
4221.3384,18.34958,18.700855,29.85126,Disgust
4865.162,20.012215,20.123684,32.427296,Disgust
3183.2134,20.91289,7.007569,11.2558365,Surprised
2893.676,20.366947,8.459844,11.944836,Surprised
4021.4812,19.714924,10.967809,16.497932,Surprised
2973.796,21.306509,7.820322,10.820679,Surprised
3035.1108,21.592941,7.720174,12.277589,Surprised
3530.54,20.773561,8.608052,11.393839,Surprised
3319.177,19.894897,6.8774104,8.995602,Surprised
3323.6987,20.550936,8.394403,11.51265,Surprised
4212.298,19.686392,9.600626,14.043107,Neutral
4340.007,19.908688,9.257749,12.491541,Neutral
4409.7983,19.215195,9.990097,14.780175,Neutral
4486.023,19.234873,10.018981,14.902843,Neutral
4541.8364,20.838358,11.046242,16.08171,Calm
4072.2083,20.878532,10.982638,16.413803,Calm
4223.8096,20.869087,10.693873,16.35715,Calm
4595.5493,20.98193,10.278542,15.61655,Calm
4704.536,20.497759,12.089718,18.487123,Calm
4307.537,20.132805,10.307318,14.133841,Calm
4896.4434,20.038439,10.319359,15.168417,Calm
4314.0537,20.09524,10.014483,14.922603,Calm
4753.208,21.030714,14.750759,22.161366,Happy
4758.579,20.851011,14.502455,22.34427,Happy
4546.95,20.780825,15.463818,23.2906,Happy
4855.5615,20.89517,14.428115,22.145784,Happy
4281.9746,21.526257,16.732765,27.063337,Happy
4415.9272,21.493074,17.718502,28.693985,Happy
4719.0073,20.872366,16.3147,26.202696,Happy
4460.481,21.221382,16.641045,26.586565,Happy
3884.3738,20.006887,9.455333,13.301165,Sad
3814.065,19.647898,10.456758,14.673972,Sad
4189.7656,19.46203,9.002511,13.484391,Sad
4089.0745,19.24818,9.321326,13.16747,Sad
4289.8584,20.975527,10.621954,15.526523,Sad
4349.418,20.045326,10.506241,14.688638,Sad
3961.041,19.964123,10.06951,14.85577,Sad
4185.1245,20.526676,11.090065,16.73127,Sad
4335.0464,21.69724,14.381691,21.005728,Angry
4520.1504,20.086878,10.4853945,15.610727,Angry
4483.9976,20.973486,13.07882,19.08214,Angry
4643.601,20.716324,12.842449,19.32075,Angry
4546.5684,21.999748,14.270539,20.878435,Angry
4606.9736,20.962917,13.868289,20.143856,Angry
4578.9624,20.363907,14.173995,21.27349,Angry
4694.6387,20.877068,13.211902,19.89031,Angry
4576.018,20.715336,8.736575,12.686719,Fearful
4949.8804,21.039633,9.317277,14.085671,Fearful
5191.389,20.31006,9.011528,14.045478,Fearful
5269.8706,21.026508,8.43366,12.453683,Fearful
5067.6885,20.820646,10.381322,15.799299,Fearful
4668.6724,21.631342,8.598453,13.345053,Fearful
5118.6885,21.225315,9.453487,14.354451,Fearful
5368.1113,21.227236,10.067677,15.783187,Fearful
4072.16,20.714386,15.408596,21.429073,Disgust
4202.9673,20.948689,15.94533,23.582642,Disgust
4181.968,21.153837,19.714813,29.788605,Disgust
4243.2944,21.235434,16.490883,25.46751,Disgust
4519.299,21.133198,16.677416,25.468224,Disgust
4701.8647,22.042683,17.387545,26.169685,Disgust
4389.7173,21.405188,17.797792,26.581596,Disgust
4846.206,21.734074,18.652151,28.858816,Disgust
4388.876,19.783684,9.250741,14.535151,Surprised
4501.89,20.379454,7.8247213,11.182605,Surprised
4605.2827,19.925022,7.942817,11.849147,Surprised
4515.9775,20.43523,7.25767,10.965626,Surprised
4679.8853,20.461786,7.629774,11.452588,Surprised
4883.6357,20.224743,8.593352,12.148104,Surprised
4678.992,20.076136,7.915858,11.645733,Surprised
4836.333,19.907097,7.8918743,10.791291,Surprised
3824.8953,20.030401,7.7574224,10.87785,Neutral
4268.3735,20.21384,8.210104,11.707638,Neutral
4273.375,20.447739,7.5724277,11.242789,Neutral
4663.905,20.352615,7.0308056,10.784269,Neutral
4020.6833,20.400654,7.0178947,10.422192,Calm
3906.0647,19.820118,7.916516,11.287192,Calm
4714.287,20.516237,13.744311,22.356323,Calm
4499.7227,20.394129,11.66482,18.232737,Calm
4337.792,20.226686,10.280691,16.597672,Calm
4525.9844,20.137917,9.551782,15.543518,Calm
4583.467,19.696125,11.089114,17.840578,Calm
4651.3447,19.14826,10.242521,16.921244,Calm
4448.143,20.178017,13.829502,22.951801,Happy
4439.3237,19.622946,14.227389,23.533306,Happy
4253.8604,20.523638,14.180989,23.178865,Happy
3816.333,20.228802,12.922431,21.352865,Happy
5100.533,20.059753,14.37097,23.794432,Happy
4965.132,19.656107,14.4217205,23.452747,Happy
4963.1235,19.395708,13.960183,23.866173,Happy
5005.916,20.52494,16.38662,26.322443,Happy
3904.267,21.306114,11.510486,16.043232,Sad
3392.364,19.624088,10.1083555,15.221901,Sad
3960.1584,19.645906,6.924979,10.545991,Sad
3984.0537,19.7827,7.9689326,12.538402,Sad
4370.7925,21.216759,15.924798,24.972746,Sad
4609.085,19.939787,13.151099,21.59049,Sad
4066.7625,19.38609,15.224475,22.933157,Sad
3690.8079,20.283953,17.067148,27.412663,Sad
4765.871,19.687162,8.412523,11.858957,Angry
4653.505,19.751457,10.449362,15.132861,Angry
4519.495,19.675196,7.2921176,10.883776,Angry
4547.9995,19.543623,10.424983,13.989693,Angry
5269.872,18.719799,12.879042,19.092464,Angry
5135.835,18.849817,11.509531,16.314688,Angry
5039.984,18.654026,13.089764,19.159134,Angry
5259.4487,18.875788,15.312739,22.340488,Angry
4321.3945,19.37253,6.1465507,9.093629,Fearful
4216.015,19.734938,7.7098036,10.392461,Fearful
4379.139,18.231974,6.3738766,8.935721,Fearful
4210.269,18.678034,7.295752,9.0752945,Fearful
3907.5784,19.676094,8.257061,11.854299,Fearful
4634.7646,20.114252,11.623093,17.22471,Fearful
4662.4106,19.36818,8.359082,12.102233,Fearful
4570.1895,19.336864,8.4773655,13.018659,Fearful
4835.0977,19.172417,17.697628,29.419792,Disgust
4583.027,18.539827,16.81557,26.156748,Disgust
4874.177,18.727243,17.572039,28.01379,Disgust
4765.6987,18.508871,16.67893,27.461706,Disgust
4609.6055,18.976786,13.8248205,20.094381,Disgust
4868.781,18.561657,17.949175,29.083012,Disgust
4494.851,18.916193,16.215675,24.7301,Disgust
5179.167,19.40813,18.509045,30.271582,Disgust
3686.2034,21.135588,9.317912,14.054587,Surprised
4012.2588,21.223658,13.539807,19.449144,Surprised
3855.0076,20.844566,9.947153,13.903875,Surprised
3919.9233,21.143536,12.947511,19.290958,Surprised
3883.7478,19.283932,7.66151,11.7224045,Surprised
3893.8972,19.381071,7.388707,10.636403,Surprised
4019.6614,20.081825,9.881299,13.960961,Surprised
3796.3086,19.873545,6.077468,9.160367,Surprised
3889.9053,19.721031,9.811687,14.769025,Neutral
4132.4336,19.995165,10.158206,15.109123,Neutral
3746.0498,19.293077,8.825056,13.30734,Neutral
3828.4463,19.601416,7.8768935,12.218754,Neutral
4218.0537,21.219872,15.475771,22.205074,Calm
4199.6436,20.941685,13.771422,20.648355,Calm
3990.5034,20.649271,13.564886,19.10552,Calm
4433.549,20.97008,14.737502,19.149971,Calm
4285.9937,19.927057,9.929265,14.490132,Calm
4607.9644,20.649328,14.647223,21.77233,Calm
4442.5786,20.84621,14.6728945,21.713467,Calm
4528.2803,20.628473,12.903909,20.410763,Calm
3874.303,22.087896,15.241103,23.826176,Happy
3966.8638,20.762815,16.951181,26.86785,Happy
4222.6987,20.089113,16.930405,26.23207,Happy
3940.1516,20.44183,16.904152,27.926575,Happy
4646.7275,21.494358,15.305699,23.914373,Happy
4277.163,20.266983,15.5766,21.412125,Happy
4546.8545,21.827688,17.119478,26.438616,Happy
5302.738,21.221966,15.928777,26.030823,Happy
4559.2505,17.904932,8.570137,12.030368,Sad
4238.8604,18.241037,9.473918,14.371808,Sad
4331.074,19.58047,10.733316,14.687288,Sad
4568.642,20.169779,12.374666,17.02941,Sad
4517.3105,20.115917,13.731015,22.121962,Sad
5000.1797,20.676737,12.798561,19.322517,Sad
4779.9487,19.840214,13.95809,21.637907,Sad
4948.446,20.445755,13.790409,21.659058,Sad
4480.278,19.643276,10.461361,15.199069,Angry
4353.06,19.93681,9.881406,14.294555,Angry
4375.1113,19.91737,8.966215,13.3906975,Angry
4666.2563,18.598892,10.929238,15.620142,Angry
4764.975,18.248228,11.576969,17.207617,Angry
4738.074,19.26253,11.457769,15.900551,Angry
5235.191,20.675549,11.615914,16.57059,Angry
5132.947,19.630491,11.272425,15.899119,Angry
4386.233,19.057251,8.744763,11.661433,Fearful
4584.53,17.616137,7.903951,11.274113,Fearful
4312.5723,19.04593,8.207137,11.258963,Fearful
4357.81,17.57106,6.587,9.249881,Fearful
5369.3105,18.858128,9.802509,12.648391,Fearful
4355.976,18.3859,8.64974,11.7383,Fearful
4466.8477,18.533998,8.11818,11.322775,Fearful
4892.01,17.998083,9.004366,12.6220455,Fearful
4267.3086,20.957476,10.561924,15.814219,Disgust
4511.8955,22.001192,13.819096,21.8544,Disgust
4754.935,20.729765,13.48417,19.00597,Disgust
5011.932,21.216602,16.52013,25.105795,Disgust
4539.7065,20.773865,10.43774,15.217553,Disgust
4794.05,19.202438,11.867251,17.394276,Disgust
4862.0234,22.0391,13.341449,20.265137,Disgust
4744.347,21.60964,15.548242,24.472698,Disgust
4493.0005,17.37722,7.3978524,10.520316,Surprised
4135.649,18.756062,9.411227,13.107641,Surprised
4459.319,18.702335,6.946357,9.638052,Surprised
4270.4736,19.081678,8.301998,11.5432415,Surprised
4425.72,18.320301,9.331182,11.967299,Surprised
4578.2373,19.927206,10.472541,14.460418,Surprised
4333.1543,19.271746,9.1149435,13.444968,Surprised
4252.5,17.719292,8.12965,11.206196,Surprised
4288.8765,19.153954,5.868121,8.713044,Neutral
4357.93,19.22266,6.835153,9.987946,Neutral
4214.837,19.123274,5.3162737,8.343207,Neutral
4367.023,19.213173,6.104015,9.696021,Neutral
4474.844,19.673698,13.044573,17.242115,Calm
4607.5264,20.001522,7.9821844,12.285519,Calm
4666.428,19.471745,9.657343,14.447096,Calm
4834.0596,19.80821,9.300663,14.48565,Calm
5009.861,19.181694,11.2670555,17.048254,Calm
5035.5117,19.427856,9.00472,12.709163,Calm
4940.2793,19.187586,9.844608,14.155505,Calm
4805.231,19.589285,8.386099,12.489457,Calm
4725.603,18.69918,15.803506,21.894882,Happy
4048.4941,20.50465,13.315933,21.704113,Happy
4546.1997,19.863186,15.364193,23.580887,Happy
4395.742,20.773684,15.112622,24.806194,Happy
4715.4546,19.995981,12.722609,19.144426,Happy
4569.7407,19.958447,14.705695,23.1667,Happy
4310.7866,19.28749,15.603241,26.11774,Happy
4346.8916,19.42925,13.627241,22.330292,Happy
4172.9463,19.13366,5.881236,8.357777,Sad
4355.542,18.77703,4.8390036,7.016229,Sad
4239.9453,18.924992,6.104439,9.204873,Sad
4410.2407,18.662624,5.1756463,7.612106,Sad
4481.532,18.948818,5.649892,8.804976,Sad
4249.39,20.409443,7.062463,11.135196,Sad
4408.5063,19.349697,5.840658,8.503668,Sad
4031.0686,20.389746,6.4522715,10.093486,Sad
4463.352,20.91509,5.0313945,7.4328833,Angry
4621.378,19.539324,10.400525,14.698858,Angry
4467.0605,20.75361,4.875016,6.838972,Angry
4831.359,20.31484,7.096928,10.415606,Angry
4463.5015,18.667822,11.647261,15.354198,Angry
4872.792,19.722607,6.4797053,9.179858,Angry
4949.3853,18.921906,7.7036076,11.052644,Angry
4556.478,18.767447,10.121267,13.848801,Angry
4196.4673,18.73601,4.172709,6.049858,Fearful
4314.048,19.086445,4.380536,6.6877246,Fearful
4311.533,18.972578,4.6581383,6.6950383,Fearful
4066.7107,19.055784,3.9967184,6.024466,Fearful
4033.9927,17.720898,4.1240706,5.938958,Fearful
4444.5728,18.369888,5.554577,8.151012,Fearful
4094.2969,17.52467,7.1554213,10.086925,Fearful
4246.8896,18.50699,8.467066,11.510867,Fearful
5037.062,19.471327,8.844337,14.034499,Disgust
5186.0645,19.11616,8.322921,12.609255,Disgust
4781.0605,19.521051,8.886112,13.582357,Disgust
4781.5933,19.928473,9.0022335,13.477884,Disgust
4922.4146,18.782408,12.172253,18.799967,Disgust
4853.6016,19.443584,10.727519,15.667217,Disgust
4926.795,21.035711,12.487275,20.74307,Disgust
4716.8267,19.485722,11.512937,17.946499,Disgust
4545.2485,18.192411,5.3571105,7.7584352,Surprised
4540.007,18.469833,4.3667927,6.4283853,Surprised
4190.4775,17.727837,7.8303847,11.119265,Surprised
4287.846,18.892057,8.5771265,12.970602,Surprised
4985.7163,17.545977,4.0564666,5.9572625,Surprised
4656.5786,18.115988,8.399674,11.617543,Surprised
4654.5283,18.480904,8.10623,11.439064,Surprised
4378.787,17.918617,7.3664207,10.279193,Surprised
4310.8516,20.163507,9.446893,13.44673,Neutral
4450.2046,18.804152,10.02696,14.366527,Neutral
4417.6294,19.735888,8.913713,13.223353,Neutral
4445.1396,19.598305,9.960049,14.277563,Neutral
4329.4336,19.670088,11.420325,15.53172,Calm
4511.5947,19.887735,10.956316,14.883307,Calm
4367.9097,20.458115,12.026565,17.089617,Calm
4738.3174,20.746906,11.347157,15.902009,Calm
4903.9775,19.012405,11.752575,15.728861,Calm
5193.4375,19.976685,11.432536,15.074838,Calm
4630.7646,20.316826,10.9250765,14.761726,Calm
4580.0635,20.031715,11.174134,15.767045,Calm
4191.848,20.456287,14.435701,23.63171,Happy
4644.725,20.345007,14.312416,22.562826,Happy
4675.0977,20.52033,15.062331,23.70061,Happy
4492.2803,20.73225,15.936014,24.471098,Happy
5439.4976,20.472761,15.27279,25.11008,Happy
5331.759,20.654121,14.899808,24.36224,Happy
5229.654,20.545431,15.574413,26.053228,Happy
4574.9507,20.555658,14.227018,23.069368,Happy
4615.7876,19.81462,8.034597,11.408047,Sad
4816.0557,19.652542,8.977183,12.069185,Sad
4120.2373,20.487255,7.3910832,11.024695,Sad
4275.6294,19.831766,7.783112,11.406025,Sad
5306.3315,21.26963,16.826647,24.229172,Sad
5446.869,20.674076,12.152745,18.346867,Sad
5446.9966,20.976059,14.497662,22.62603,Sad
5560.3076,20.317778,12.188929,18.185066,Sad
5241.7417,20.089134,9.979567,13.868188,Angry
4677.386,19.488682,11.424873,15.979417,Angry
5360.923,18.969982,9.9291315,14.666846,Angry
4942.9033,20.293732,10.518624,15.517884,Angry
5061.672,20.122982,13.446746,19.326761,Angry
5136.031,20.313091,13.303406,19.367636,Angry
5759.1846,20.809446,13.148169,18.759382,Angry
5213.866,19.39943,13.388198,19.228775,Angry
4710.0713,18.801987,7.15864,9.961337,Fearful
4922.108,20.404127,9.617878,13.8150425,Fearful
4545.1465,20.58905,9.616691,11.979613,Fearful
5116.6147,20.014053,8.139581,11.847387,Fearful
5625.529,21.271902,15.547677,23.087324,Fearful
5368.244,22.038868,13.670374,19.248041,Fearful
5665.2417,19.788391,10.431569,15.737594,Fearful
5759.8203,20.566679,12.271069,17.45907,Fearful
4306.849,19.875956,10.872211,17.140667,Disgust
4851.508,19.137707,9.576626,14.608587,Disgust
4578.0,17.470808,11.017388,17.967072,Disgust
4521.4253,19.303915,10.875854,16.824348,Disgust
4889.2085,18.32745,14.918483,24.121298,Disgust
4375.9136,18.954208,15.123932,23.134474,Disgust
4812.7524,19.656292,12.981392,19.742403,Disgust
4960.5767,18.866413,15.2478075,23.902267,Disgust
3961.3728,19.283298,7.506854,10.364285,Surprised
3935.9346,19.258574,9.328923,12.472737,Surprised
4585.037,20.04935,5.8121576,8.576637,Surprised
4690.3706,19.7277,6.8041477,9.753637,Surprised
4464.834,19.881638,6.6835785,9.1578865,Surprised
4699.15,18.701042,8.926358,12.78772,Surprised
5153.8516,18.848988,7.806105,11.187191,Surprised
4838.4463,19.17588,7.802091,11.398803,Surprised
4638.243,20.770441,12.98776,16.096529,Neutral
4562.4453,20.450285,10.921967,14.882939,Neutral
4596.4194,19.385017,8.688298,12.887953,Neutral
4653.196,20.236584,7.9691224,11.934051,Neutral
3809.8757,21.018587,12.583744,17.507109,Calm
4016.725,21.07709,13.220712,19.7295,Calm
4131.755,20.569965,13.0511875,18.745718,Calm
4440.1206,20.790974,14.41435,19.69178,Calm
4570.8433,20.312943,11.772839,16.33068,Calm
5025.516,20.254072,12.177006,17.696991,Calm
4862.936,20.208685,15.594549,22.547136,Calm
4311.461,20.081898,13.411092,16.486677,Calm
4969.4927,20.213865,18.300041,27.673948,Happy
4067.5132,20.866945,14.574297,20.848312,Happy
4962.6245,20.929304,18.918922,28.343195,Happy
4962.6245,20.929304,18.918922,28.343195,Happy
4189.657,22.284393,16.90727,27.945995,Happy
5184.7305,21.598759,16.844706,26.842806,Happy
4243.25,21.819319,17.293837,29.063408,Happy
4188.6255,21.470549,17.307549,28.792025,Happy
4060.1455,20.690819,5.871731,8.913069,Sad
4235.3555,20.72206,7.6448827,11.153092,Sad
3948.747,20.0392,7.2101455,10.216198,Sad
4648.5454,20.538395,7.9230604,12.058192,Sad
5174.754,20.20106,15.974143,25.548119,Sad
4309.5234,20.813925,12.761674,19.916464,Sad
4553.7275,21.23908,15.233116,24.467379,Sad
4924.5615,21.258135,17.96466,27.59428,Sad
4290.1177,20.920357,11.164306,16.593746,Angry
4265.2607,21.86677,11.775882,17.928705,Angry
4166.8833,22.706308,13.455793,20.007433,Angry
4138.6807,20.920471,10.655712,15.803326,Angry
3683.245,20.194899,13.322474,19.373857,Angry
4177.3267,20.291752,14.123972,21.192936,Angry
4620.123,20.87213,13.4467535,20.269608,Angry
4270.3228,20.878582,13.389927,20.679462,Angry
4030.641,20.107374,6.074892,9.075336,Fearful
4417.3555,19.530754,6.4788423,9.739992,Fearful
4449.6577,20.462774,5.687746,8.827495,Fearful
4704.8535,20.875822,5.63429,8.557084,Fearful
4447.0415,20.985878,10.809622,15.992009,Fearful
4600.366,20.427452,8.001182,12.0493965,Fearful
4476.2847,21.331268,8.128731,11.840494,Fearful
4619.4062,20.615406,8.289387,12.072648,Fearful
4096.489,20.654373,16.577969,25.862467,Disgust
4785.903,20.591599,14.039143,21.423288,Disgust
4671.4214,21.096653,13.359922,19.992832,Disgust
4173.962,20.615517,13.086816,20.768852,Disgust
4803.035,20.548775,16.030914,25.391531,Disgust
5234.9087,20.818487,15.576864,23.828754,Disgust
4845.903,20.61844,14.071801,22.03856,Disgust
5355.838,20.332914,15.301418,23.418137,Disgust
3665.5613,20.210371,9.7113695,12.648597,Surprised
4311.7324,20.748909,7.539524,9.735156,Surprised
4207.8784,21.170982,7.1327085,10.01787,Surprised
4075.1226,20.090216,4.6833653,6.89207,Surprised
4424.9224,21.186996,9.382254,13.593457,Surprised
4532.3,20.24283,9.62062,13.089234,Surprised
4605.7344,19.957941,6.59793,9.6243305,Surprised
3352.5269,19.933271,5.4719763,8.117134,Surprised
4281.8477,19.302145,10.968161,15.773651,Neutral
4249.6924,19.139025,11.139392,15.96081,Neutral
4397.914,19.300663,9.852447,14.96764,Neutral
4148.161,19.064669,11.187295,16.196201,Neutral
4291.5024,19.394398,11.453791,16.946167,Calm
4375.8267,18.582653,13.446873,18.461561,Calm
4253.7354,19.199564,12.983205,20.420698,Calm
4277.4565,18.64642,13.605204,20.843561,Calm
4384.132,18.557638,12.69331,18.916824,Calm
4488.2734,18.99498,14.378815,21.058237,Calm
4585.7847,18.405882,12.501774,19.529234,Calm
4592.4663,19.143051,13.731613,20.859137,Calm
4371.726,18.733603,16.627136,25.834154,Happy
4361.949,19.330929,16.990406,25.168558,Happy
4330.232,18.533588,17.274508,26.246622,Happy
4331.7393,19.151226,16.799805,25.410284,Happy
4380.9487,18.882324,18.210958,28.478376,Happy
4555.0527,18.428236,18.778824,29.461655,Happy
4467.9062,19.084444,18.846,29.065208,Happy
4490.6226,18.799757,19.454275,29.59904,Happy
4763.451,18.165169,8.02605,11.399229,Sad
4495.773,18.763966,9.590743,13.354092,Sad
4559.221,18.519691,9.62361,14.252646,Sad
4352.5596,18.395712,9.045873,11.358805,Sad
4631.576,18.617884,9.102159,13.161217,Sad
4783.445,19.455603,10.595921,16.533377,Sad
4812.4175,19.093119,11.316622,17.292818,Sad
4387.027,18.21649,10.441962,14.786049,Sad
4360.961,18.383095,11.239966,14.217435,Angry
4503.505,18.812525,12.767239,15.972348,Angry
4341.9414,17.718958,11.375304,14.092439,Angry
4333.4556,18.505005,12.222829,16.002693,Angry
4385.07,18.489214,14.0144615,18.876148,Angry
4277.8745,17.92223,13.762267,19.158203,Angry
4531.2686,18.296488,9.987709,15.009155,Angry
4360.6855,16.929594,12.556835,17.261969,Angry
4430.357,17.835672,7.6769743,11.383493,Fearful
3952.7002,18.044897,7.430509,11.091074,Fearful
4810.8506,18.307884,8.772786,13.015775,Fearful
4491.5776,17.662327,9.499267,13.38815,Fearful
4623.454,18.842989,10.271838,14.554775,Fearful
5131.614,17.975996,9.962309,14.631957,Fearful
5046.2715,17.22773,13.5497055,18.548258,Fearful
4555.6064,16.872776,9.837168,14.671828,Fearful
4529.449,19.25342,13.082444,18.837988,Disgust
4359.457,19.24288,12.706875,18.886799,Disgust
4749.7007,19.276144,15.332279,24.043083,Disgust
4550.9224,19.62257,14.137254,22.80383,Disgust
4810.263,19.302069,17.083519,25.336,Disgust
4145.7085,20.455635,14.744821,22.587963,Disgust
4582.888,19.926014,17.764532,27.719616,Disgust
4610.1753,21.39112,21.980295,32.112617,Disgust
4377.801,19.28297,11.829643,15.902028,Surprised
4483.1597,19.30613,9.8888445,14.264132,Surprised
4370.9204,18.275402,9.692271,14.185993,Surprised
4229.581,17.979815,8.7251005,13.576943,Surprised
4443.825,18.439177,12.112138,18.124947,Surprised
4462.1426,17.862417,10.706859,15.549829,Surprised
4603.9277,17.856983,11.354913,14.84304,Surprised
4630.421,18.474031,10.364503,14.016103,Surprised
3305.2407,21.112623,7.414866,10.96148,Neutral
3762.842,21.325378,6.58979,10.326187,Neutral
3915.651,20.527393,6.2435856,9.896618,Neutral
3791.168,20.40798,6.43074,9.440954,Neutral
4116.09,21.128239,9.637762,13.14331,Calm
4538.141,20.68265,7.9514627,11.720241,Calm
4410.6533,20.798958,9.4303255,13.896278,Calm
4518.6606,20.237131,7.976772,12.40297,Calm
3734.3364,20.769321,10.63849,15.61614,Calm
3987.2073,20.767002,9.217702,14.484755,Calm
4256.4194,21.122953,11.093189,15.308493,Calm
3666.0422,20.641203,10.199529,13.338131,Calm
3853.3367,19.145649,18.375172,28.943182,Happy
4189.255,20.206467,13.0834,20.402704,Happy
3864.9321,20.766098,11.004324,17.247984,Happy
4358.536,20.385208,13.886028,20.944496,Happy
4158.5654,19.459288,17.112253,25.091919,Happy
4117.34,20.283474,18.842577,27.482716,Happy
4597.0913,21.13385,13.034884,18.900911,Happy
4098.0073,18.720037,17.338186,26.9615,Happy
4074.064,22.026081,9.406594,14.783913,Sad
3925.974,21.885727,11.172354,17.423363,Sad
4199.353,21.227499,11.528297,17.011456,Sad
4087.7888,21.01181,10.375951,16.377375,Sad
4895.61,20.32235,16.797762,27.165457,Sad
4772.821,21.375818,16.185392,26.650288,Sad
4585.8267,21.43339,15.045096,23.810352,Sad
4479.3135,20.718296,16.197721,25.933435,Sad
3941.3687,20.1713,12.761897,17.820557,Angry
4114.9155,20.76991,8.210291,11.968127,Angry
4578.2075,19.094103,10.654221,14.973837,Angry
4550.2207,20.69107,10.642494,14.975058,Angry
5312.9854,18.059519,14.7275915,21.089863,Angry
5560.6763,19.249773,15.302577,22.295914,Angry
5533.7964,18.366453,17.451727,24.8402,Angry
4801.199,18.81763,16.523512,23.67866,Angry
3691.7886,23.015959,6.9496813,10.792104,Fearful
4344.6504,21.705452,5.516391,8.811037,Fearful
4287.654,20.784515,5.7880487,8.703087,Fearful
4346.328,21.304605,5.3481355,8.62105,Fearful
4023.578,20.260904,5.8882704,9.432621,Fearful
4503.9893,19.81496,6.098074,9.640263,Fearful
4404.176,19.670813,7.5366864,11.408044,Fearful
4064.6978,20.54023,7.378169,10.637566,Fearful
3793.403,21.67073,15.316161,25.707867,Disgust
4347.089,20.74824,15.188754,25.253614,Disgust
4307.3755,21.225702,15.777015,26.974361,Disgust
4206.428,21.284565,14.780093,22.911076,Disgust
4343.028,21.205368,16.233717,27.404068,Disgust
4262.229,19.833574,18.728222,28.979576,Disgust
4643.2915,20.295393,16.883049,27.224611,Disgust
4159.5483,20.660492,17.882574,28.00834,Disgust
4026.8186,20.79485,11.906267,16.659658,Surprised
3466.207,21.3729,9.858268,15.847299,Surprised
4249.632,20.506933,11.462235,18.181948,Surprised
3589.7874,20.869635,11.726342,17.246542,Surprised
4282.3647,20.592731,14.900947,21.64779,Surprised
4240.851,21.150955,10.915702,17.476059,Surprised
4279.5566,21.335804,11.648951,17.924896,Surprised
4175.5205,21.137016,14.029716,21.064236,Surprised
4398.075,20.014614,8.893895,12.580836,Neutral
5068.908,19.4775,8.440272,11.630834,Neutral
4748.195,19.661001,8.809197,11.9055395,Neutral
5092.174,20.773254,8.366768,11.510619,Neutral
4850.7734,20.036768,11.934126,15.111399,Calm
4607.832,18.813292,11.58526,14.843622,Calm
5106.135,19.499962,10.213013,14.430119,Calm
4569.1514,18.937088,9.911752,14.138584,Calm
4334.4424,19.396843,9.808131,12.750972,Calm
4308.0366,18.979898,12.37152,15.71898,Calm
4395.4263,19.716667,11.391062,15.650608,Calm
4604.8745,18.567791,9.138924,12.825803,Calm
