file,actor,gender,emotion,label,intensity,statement,repetition,of_found
01-01-06-01-02-01-01.mp4,1,male,Fearful,5,1,2,1,True
01-01-06-01-02-02-01.mp4,1,male,Fearful,5,1,2,2,True
01-01-06-02-01-01-01.mp4,1,male,Fearful,5,2,1,1,True
01-01-06-02-01-02-01.mp4,1,male,Fearful,5,2,1,2,True
01-01-06-02-02-01-01.mp4,1,male,Fearful,5,2,2,1,True
01-01-06-02-02-02-01.mp4,1,male,Fearful,5,2,2,2,True
01-01-07-01-01-01-01.mp4,1,male,Disgust,6,1,1,1,True
01-01-07-01-01-02-01.mp4,1,male,Disgust,6,1,1,2,True
01-01-07-01-02-01-01.mp4,1,male,Disgust,6,1,2,1,True
01-01-07-01-02-02-01.mp4,1,male,Disgust,6,1,2,2,True
01-01-07-02-01-01-01.mp4,1,male,Disgust,6,2,1,1,True
01-01-07-02-01-02-01.mp4,1,male,Disgust,6,2,1,2,True
01-01-07-02-02-01-01.mp4,1,male,Disgust,6,2,2,1,True
01-01-07-02-02-02-01.mp4,1,male,Disgust,6,2,2,2,True
01-01-08-01-01-01-01.mp4,1,male,Surprised,7,1,1,1,True
01-01-08-01-01-02-01.mp4,1,male,Surprised,7,1,1,2,True
01-01-08-01-02-01-01.mp4,1,male,Surprised,7,1,2,1,True
01-01-08-01-02-02-01.mp4,1,male,Surprised,7,1,2,2,True
01-01-08-02-01-01-01.mp4,1,male,Surprised,7,2,1,1,True
01-01-08-02-01-02-01.mp4,1,male,Surprised,7,2,1,2,True
01-01-08-02-02-01-01.mp4,1,male,Surprised,7,2,2,1,True
01-01-08-02-02-02-01.mp4,1,male,Surprised,7,2,2,2,True
01-01-01-01-01-01-02.mp4,2,female,Neutral,0,1,1,1,True
01-01-01-01-01-02-02.mp4,2,female,Neutral,0,1,1,2,True
01-01-01-01-02-01-02.mp4,2,female,Neutral,0,1,2,1,True
01-01-01-01-02-02-02.mp4,2,female,Neutral,0,1,2,2,True
01-01-02-01-01-01-02.mp4,2,female,Calm,1,1,1,1,True
01-01-02-01-01-02-02.mp4,2,female,Calm,1,1,1,2,True
01-01-02-01-02-01-02.mp4,2,female,Calm,1,1,2,1,True
01-01-02-01-02-02-02.mp4,2,female,Calm,1,1,2,2,True
01-01-02-02-01-01-02.mp4,2,female,Calm,1,2,1,1,True
01-01-02-02-01-02-02.mp4,2,female,Calm,1,2,1,2,True
01-01-02-02-02-01-02.mp4,2,female,Calm,1,2,2,1,True
01-01-02-02-02-02-02.mp4,2,female,Calm,1,2,2,2,True
01-01-03-01-01-01-02.mp4,2,female,Happy,2,1,1,1,True
01-01-03-01-01-02-02.mp4,2,female,Happy,2,1,1,2,True
01-01-03-01-02-01-02.mp4,2,female,Happy,2,1,2,1,True
01-01-03-01-02-02-02.mp4,2,female,Happy,2,1,2,2,True
01-01-03-02-01-01-02.mp4,2,female,Happy,2,2,1,1,True
01-01-03-02-01-02-02.mp4,2,female,Happy,2,2,1,2,True
01-01-03-02-02-01-02.mp4,2,female,Happy,2,2,2,1,True
01-01-03-02-02-02-02.mp4,2,female,Happy,2,2,2,2,True
01-01-04-01-01-01-02.mp4,2,female,Sad,3,1,1,1,True
01-01-04-01-01-02-02.mp4,2,female,Sad,3,1,1,2,True
01-01-04-01-02-01-02.mp4,2,female,Sad,3,1,2,1,True
01-01-04-01-02-02-02.mp4,2,female,Sad,3,1,2,2,True
01-01-04-02-01-01-02.mp4,2,female,Sad,3,2,1,1,True
01-01-04-02-01-02-02.mp4,2,female,Sad,3,2,1,2,True
01-01-04-02-02-01-02.mp4,2,female,Sad,3,2,2,1,True
01-01-04-02-02-02-02.mp4,2,female,Sad,3,2,2,2,True
01-01-05-01-01-01-02.mp4,2,female,Angry,4,1,1,1,True
01-01-05-01-01-02-02.mp4,2,female,Angry,4,1,1,2,True
01-01-05-01-02-01-02.mp4,2,female,Angry,4,1,2,1,True
01-01-05-01-02-02-02.mp4,2,female,Angry,4,1,2,2,True
01-01-05-02-01-01-02.mp4,2,female,Angry,4,2,1,1,True
01-01-05-02-01-02-02.mp4,2,female,Angry,4,2,1,2,True
01-01-05-02-02-01-02.mp4,2,female,Angry,4,2,2,1,True
01-01-05-02-02-02-02.mp4,2,female,Angry,4,2,2,2,True
01-01-06-01-01-01-02.mp4,2,female,Fearful,5,1,1,1,True
01-01-06-01-01-02-02.mp4,2,female,Fearful,5,1,1,2,True
01-01-06-01-02-01-02.mp4,2,female,Fearful,5,1,2,1,True
01-01-06-01-02-02-02.mp4,2,female,Fearful,5,1,2,2,True
01-01-06-02-01-01-02.mp4,2,female,Fearful,5,2,1,1,True
01-01-06-02-01-02-02.mp4,2,female,Fearful,5,2,1,2,True
01-01-06-02-02-01-02.mp4,2,female,Fearful,5,2,2,1,True
01-01-06-02-02-02-02.mp4,2,female,Fearful,5,2,2,2,True
01-01-07-01-01-01-02.mp4,2,female,Disgust,6,1,1,1,True
01-01-07-01-01-02-02.mp4,2,female,Disgust,6,1,1,2,True
01-01-07-01-02-01-02.mp4,2,female,Disgust,6,1,2,1,True
01-01-07-01-02-02-02.mp4,2,female,Disgust,6,1,2,2,True
01-01-07-02-01-01-02.mp4,2,female,Disgust,6,2,1,1,True
01-01-07-02-01-02-02.mp4,2,female,Disgust,6,2,1,2,True
01-01-07-02-02-01-02.mp4,2,female,Disgust,6,2,2,1,True
01-01-07-02-02-02-02.mp4,2,female,Disgust,6,2,2,2,True
01-01-08-01-01-01-02.mp4,2,female,Surprised,7,1,1,1,True
01-01-08-01-01-02-02.mp4,2,female,Surprised,7,1,1,2,True
01-01-08-01-02-01-02.mp4,2,female,Surprised,7,1,2,1,True
01-01-08-01-02-02-02.mp4,2,female,Surprised,7,1,2,2,True
01-01-08-02-01-01-02.mp4,2,female,Surprised,7,2,1,1,True
01-01-08-02-01-02-02.mp4,2,female,Surprised,7,2,1,2,True
01-01-08-02-02-01-02.mp4,2,female,Surprised,7,2,2,1,True
01-01-08-02-02-02-02.mp4,2,female,Surprised,7,2,2,2,True
01-01-01-01-01-01-03.mp4,3,male,Neutral,0,1,1,1,True
01-01-01-01-01-02-03.mp4,3,male,Neutral,0,1,1,2,True
01-01-01-01-02-01-03.mp4,3,male,Neutral,0,1,2,1,True
01-01-01-01-02-02-03.mp4,3,male,Neutral,0,1,2,2,True
01-01-02-01-01-01-03.mp4,3,male,Calm,1,1,1,1,True
01-01-02-01-01-02-03.mp4,3,male,Calm,1,1,1,2,True
01-01-02-01-02-01-03.mp4,3,male,Calm,1,1,2,1,True
01-01-02-01-02-02-03.mp4,3,male,Calm,1,1,2,2,True
01-01-02-02-01-01-03.mp4,3,male,Calm,1,2,1,1,True
01-01-02-02-01-02-03.mp4,3,male,Calm,1,2,1,2,True
01-01-02-02-02-01-03.mp4,3,male,Calm,1,2,2,1,True
01-01-02-02-02-02-03.mp4,3,male,Calm,1,2,2,2,True
01-01-03-01-01-01-03.mp4,3,male,Happy,2,1,1,1,True
01-01-03-01-01-02-03.mp4,3,male,Happy,2,1,1,2,True
01-01-03-01-02-01-03.mp4,3,male,Happy,2,1,2,1,True
01-01-03-01-02-02-03.mp4,3,male,Happy,2,1,2,2,True
01-01-03-02-01-01-03.mp4,3,male,Happy,2,2,1,1,True
01-01-03-02-01-02-03.mp4,3,male,Happy,2,2,1,2,True
01-01-03-02-02-01-03.mp4,3,male,Happy,2,2,2,1,True
01-01-03-02-02-02-03.mp4,3,male,Happy,2,2,2,2,True
01-01-04-01-01-01-03.mp4,3,male,Sad,3,1,1,1,True
01-01-04-01-01-02-03.mp4,3,male,Sad,3,1,1,2,True
01-01-04-01-02-01-03.mp4,3,male,Sad,3,1,2,1,True
01-01-04-01-02-02-03.mp4,3,male,Sad,3,1,2,2,True
01-01-04-02-01-01-03.mp4,3,male,Sad,3,2,1,1,True
01-01-04-02-01-02-03.mp4,3,male,Sad,3,2,1,2,True
01-01-04-02-02-01-03.mp4,3,male,Sad,3,2,2,1,True
01-01-04-02-02-02-03.mp4,3,male,Sad,3,2,2,2,True
01-01-05-01-01-01-03.mp4,3,male,Angry,4,1,1,1,True
01-01-05-01-01-02-03.mp4,3,male,Angry,4,1,1,2,True
01-01-05-01-02-01-03.mp4,3,male,Angry,4,1,2,1,True
01-01-05-01-02-02-03.mp4,3,male,Angry,4,1,2,2,True
01-01-05-02-01-01-03.mp4,3,male,Angry,4,2,1,1,True
01-01-05-02-01-02-03.mp4,3,male,Angry,4,2,1,2,True
01-01-05-02-02-01-03.mp4,3,male,Angry,4,2,2,1,True
01-01-05-02-02-02-03.mp4,3,male,Angry,4,2,2,2,True
01-01-06-01-01-01-03.mp4,3,male,Fearful,5,1,1,1,True
01-01-06-01-01-02-03.mp4,3,male,Fearful,5,1,1,2,True
01-01-06-01-02-01-03.mp4,3,male,Fearful,5,1,2,1,True
01-01-06-01-02-02-03.mp4,3,male,Fearful,5,1,2,2,True
01-01-06-02-01-01-03.mp4,3,male,Fearful,5,2,1,1,True
01-01-06-02-01-02-03.mp4,3,male,Fearful,5,2,1,2,True
01-01-06-02-02-01-03.mp4,3,male,Fearful,5,2,2,1,True
01-01-06-02-02-02-03.mp4,3,male,Fearful,5,2,2,2,True
01-01-07-01-01-01-03.mp4,3,male,Disgust,6,1,1,1,True
01-01-07-01-01-02-03.mp4,3,male,Disgust,6,1,1,2,True
01-01-07-01-02-01-03.mp4,3,male,Disgust,6,1,2,1,True
01-01-07-01-02-02-03.mp4,3,male,Disgust,6,1,2,2,True
01-01-07-02-01-01-03.mp4,3,male,Disgust,6,2,1,1,True
01-01-07-02-01-02-03.mp4,3,male,Disgust,6,2,1,2,True
01-01-07-02-02-01-03.mp4,3,male,Disgust,6,2,2,1,True
01-01-07-02-02-02-03.mp4,3,male,Disgust,6,2,2,2,True
01-01-08-01-01-01-03.mp4,3,male,Surprised,7,1,1,1,True
01-01-08-01-01-02-03.mp4,3,male,Surprised,7,1,1,2,True
01-01-08-01-02-01-03.mp4,3,male,Surprised,7,1,2,1,True
01-01-08-01-02-02-03.mp4,3,male,Surprised,7,1,2,2,True
01-01-08-02-01-01-03.mp4,3,male,Surprised,7,2,1,1,True
01-01-08-02-01-02-03.mp4,3,male,Surprised,7,2,1,2,True
01-01-08-02-02-01-03.mp4,3,male,Surprised,7,2,2,1,True
01-01-08-02-02-02-03.mp4,3,male,Surprised,7,2,2,2,True
01-01-01-01-01-01-04.mp4,4,female,Neutral,0,1,1,1,True
01-01-01-01-01-02-04.mp4,4,female,Neutral,0,1,1,2,True
01-01-01-01-02-01-04.mp4,4,female,Neutral,0,1,2,1,True
01-01-01-01-02-02-04.mp4,4,female,Neutral,0,1,2,2,True
01-01-02-01-01-01-04.mp4,4,female,Calm,1,1,1,1,True
01-01-02-01-01-02-04.mp4,4,female,Calm,1,1,1,2,True
01-01-02-01-02-01-04.mp4,4,female,Calm,1,1,2,1,True
01-01-02-01-02-02-04.mp4,4,female,Calm,1,1,2,2,True
01-01-02-02-01-01-04.mp4,4,female,Calm,1,2,1,1,True
01-01-02-02-01-02-04.mp4,4,female,Calm,1,2,1,2,True
01-01-02-02-02-01-04.mp4,4,female,Calm,1,2,2,1,True
01-01-02-02-02-02-04.mp4,4,female,Calm,1,2,2,2,True
01-01-03-01-01-01-04.mp4,4,female,Happy,2,1,1,1,True
01-01-03-01-01-02-04.mp4,4,female,Happy,2,1,1,2,True
01-01-03-01-02-01-04.mp4,4,female,Happy,2,1,2,1,True
01-01-03-01-02-02-04.mp4,4,female,Happy,2,1,2,2,True
01-01-03-02-01-01-04.mp4,4,female,Happy,2,2,1,1,True
01-01-03-02-01-02-04.mp4,4,female,Happy,2,2,1,2,True
01-01-03-02-02-01-04.mp4,4,female,Happy,2,2,2,1,True
01-01-03-02-02-02-04.mp4,4,female,Happy,2,2,2,2,True
01-01-04-01-01-01-04.mp4,4,female,Sad,3,1,1,1,True
01-01-04-01-01-02-04.mp4,4,female,Sad,3,1,1,2,True
01-01-04-01-02-01-04.mp4,4,female,Sad,3,1,2,1,True
01-01-04-01-02-02-04.mp4,4,female,Sad,3,1,2,2,True
01-01-04-02-01-01-04.mp4,4,female,Sad,3,2,1,1,True
01-01-04-02-01-02-04.mp4,4,female,Sad,3,2,1,2,True
01-01-04-02-02-01-04.mp4,4,female,Sad,3,2,2,1,True
01-01-04-02-02-02-04.mp4,4,female,Sad,3,2,2,2,True
01-01-05-01-01-01-04.mp4,4,female,Angry,4,1,1,1,True
01-01-05-01-01-02-04.mp4,4,female,Angry,4,1,1,2,True
01-01-05-01-02-01-04.mp4,4,female,Angry,4,1,2,1,True
01-01-05-01-02-02-04.mp4,4,female,Angry,4,1,2,2,True
01-01-05-02-01-01-04.mp4,4,female,Angry,4,2,1,1,True
01-01-05-02-01-02-04.mp4,4,female,Angry,4,2,1,2,True
01-01-05-02-02-01-04.mp4,4,female,Angry,4,2,2,1,True
01-01-05-02-02-02-04.mp4,4,female,Angry,4,2,2,2,True
01-01-06-01-01-01-04.mp4,4,female,Fearful,5,1,1,1,True
01-01-06-01-01-02-04.mp4,4,female,Fearful,5,1,1,2,True
01-01-06-01-02-01-04.mp4,4,female,Fearful,5,1,2,1,True
01-01-06-01-02-02-04.mp4,4,female,Fearful,5,1,2,2,True
01-01-06-02-01-01-04.mp4,4,female,Fearful,5,2,1,1,True
01-01-06-02-01-02-04.mp4,4,female,Fearful,5,2,1,2,True
01-01-06-02-02-01-04.mp4,4,female,Fearful,5,2,2,1,True
01-01-06-02-02-02-04.mp4,4,female,Fearful,5,2,2,2,True
01-01-07-01-01-01-04.mp4,4,female,Disgust,6,1,1,1,True
01-01-07-01-01-02-04.mp4,4,female,Disgust,6,1,1,2,True
01-01-07-01-02-01-04.mp4,4,female,Disgust,6,1,2,1,True
01-01-07-01-02-02-04.mp4,4,female,Disgust,6,1,2,2,True
01-01-07-02-01-01-04.mp4,4,female,Disgust,6,2,1,1,True
01-01-07-02-01-02-04.mp4,4,female,Disgust,6,2,1,2,True
01-01-07-02-02-01-04.mp4,4,female,Disgust,6,2,2,1,True
01-01-07-02-02-02-04.mp4,4,female,Disgust,6,2,2,2,True
01-01-08-01-01-01-04.mp4,4,female,Surprised,7,1,1,1,True
01-01-08-01-01-02-04.mp4,4,female,Surprised,7,1,1,2,True
01-01-08-01-02-01-04.mp4,4,female,Surprised,7,1,2,1,True
01-01-08-01-02-02-04.mp4,4,female,Surprised,7,1,2,2,True
01-01-08-02-01-01-04.mp4,4,female,Surprised,7,2,1,1,True
01-01-08-02-01-02-04.mp4,4,female,Surprised,7,2,1,2,True
01-01-08-02-02-01-04.mp4,4,female,Surprised,7,2,2,1,True
01-01-08-02-02-02-04.mp4,4,female,Surprised,7,2,2,2,True
01-01-01-01-01-01-05.mp4,5,male,Neutral,0,1,1,1,True
01-01-01-01-01-02-05.mp4,5,male,Neutral,0,1,1,2,True
01-01-01-01-02-01-05.mp4,5,male,Neutral,0,1,2,1,True
01-01-01-01-02-02-05.mp4,5,male,Neutral,0,1,2,2,True
01-01-02-01-01-01-05.mp4,5,male,Calm,1,1,1,1,True
01-01-02-01-01-02-05.mp4,5,male,Calm,1,1,1,2,True
01-01-02-01-02-01-05.mp4,5,male,Calm,1,1,2,1,True
01-01-02-01-02-02-05.mp4,5,male,Calm,1,1,2,2,True
01-01-02-02-01-01-05.mp4,5,male,Calm,1,2,1,1,True
01-01-02-02-01-02-05.mp4,5,male,Calm,1,2,1,2,True
01-01-02-02-02-01-05.mp4,5,male,Calm,1,2,2,1,True
01-01-02-02-02-02-05.mp4,5,male,Calm,1,2,2,2,True
01-01-03-01-01-01-05.mp4,5,male,Happy,2,1,1,1,True
01-01-03-01-01-02-05.mp4,5,male,Happy,2,1,1,2,True
01-01-03-01-02-01-05.mp4,5,male,Happy,2,1,2,1,True
01-01-03-01-02-02-05.mp4,5,male,Happy,2,1,2,2,True
01-01-03-02-01-01-05.mp4,5,male,Happy,2,2,1,1,True
01-01-03-02-01-02-05.mp4,5,male,Happy,2,2,1,2,True
01-01-03-02-02-01-05.mp4,5,male,Happy,2,2,2,1,True
01-01-03-02-02-02-05.mp4,5,male,Happy,2,2,2,2,True
01-01-04-01-01-01-05.mp4,5,male,Sad,3,1,1,1,True
01-01-04-01-01-02-05.mp4,5,male,Sad,3,1,1,2,True
01-01-04-01-02-01-05.mp4,5,male,Sad,3,1,2,1,True
01-01-04-01-02-02-05.mp4,5,male,Sad,3,1,2,2,True
01-01-04-02-01-01-05.mp4,5,male,Sad,3,2,1,1,True
01-01-04-02-01-02-05.mp4,5,male,Sad,3,2,1,2,True
01-01-04-02-02-01-05.mp4,5,male,Sad,3,2,2,1,True
01-01-04-02-02-02-05.mp4,5,male,Sad,3,2,2,2,True
01-01-05-01-01-01-05.mp4,5,male,Angry,4,1,1,1,True
01-01-05-01-01-02-05.mp4,5,male,Angry,4,1,1,2,True
01-01-05-01-02-01-05.mp4,5,male,Angry,4,1,2,1,True
01-01-05-01-02-02-05.mp4,5,male,Angry,4,1,2,2,True
01-01-05-02-01-01-05.mp4,5,male,Angry,4,2,1,1,True
01-01-05-02-01-02-05.mp4,5,male,Angry,4,2,1,2,True
01-01-05-02-02-01-05.mp4,5,male,Angry,4,2,2,1,True
01-01-05-02-02-02-05.mp4,5,male,Angry,4,2,2,2,True
01-01-06-01-01-01-05.mp4,5,male,Fearful,5,1,1,1,True
01-01-06-01-01-02-05.mp4,5,male,Fearful,5,1,1,2,True
01-01-06-01-02-01-05.mp4,5,male,Fearful,5,1,2,1,True
01-01-06-01-02-02-05.mp4,5,male,Fearful,5,1,2,2,True
01-01-06-02-01-01-05.mp4,5,male,Fearful,5,2,1,1,True
01-01-06-02-01-02-05.mp4,5,male,Fearful,5,2,1,2,True
01-01-06-02-02-01-05.mp4,5,male,Fearful,5,2,2,1,True
01-01-06-02-02-02-05.mp4,5,male,Fearful,5,2,2,2,True
01-01-07-01-01-01-05.mp4,5,male,Disgust,6,1,1,1,True
01-01-07-01-01-02-05.mp4,5,male,Disgust,6,1,1,2,True
01-01-07-01-02-01-05.mp4,5,male,Disgust,6,1,2,1,True
01-01-07-01-02-02-05.mp4,5,male,Disgust,6,1,2,2,True
01-01-07-02-01-01-05.mp4,5,male,Disgust,6,2,1,1,True
01-01-07-02-01-02-05.mp4,5,male,Disgust,6,2,1,2,True
01-01-07-02-02-01-05.mp4,5,male,Disgust,6,2,2,1,True
01-01-07-02-02-02-05.mp4,5,male,Disgust,6,2,2,2,True
01-01-08-01-01-01-05.mp4,5,male,Surprised,7,1,1,1,True
01-01-08-01-01-02-05.mp4,5,male,Surprised,7,1,1,2,True
01-01-08-01-02-01-05.mp4,5,male,Surprised,7,1,2,1,True
01-01-08-01-02-02-05.mp4,5,male,Surprised,7,1,2,2,True
01-01-08-02-01-01-05.mp4,5,male,Surprised,7,2,1,1,True
01-01-08-02-01-02-05.mp4,5,male,Surprised,7,2,1,2,True
01-01-08-02-02-01-05.mp4,5,male,Surprised,7,2,2,1,True
01-01-08-02-02-02-05.mp4,5,male,Surprised,7,2,2,2,True
01-01-01-01-01-01-06.mp4,6,female,Neutral,0,1,1,1,True
01-01-01-01-01-02-06.mp4,6,female,Neutral,0,1,1,2,True
01-01-01-01-02-01-06.mp4,6,female,Neutral,0,1,2,1,True
01-01-01-01-02-02-06.mp4,6,female,Neutral,0,1,2,2,True
01-01-02-01-01-01-06.mp4,6,female,Calm,1,1,1,1,True
01-01-02-01-01-02-06.mp4,6,female,Calm,1,1,1,2,True
01-01-02-01-02-01-06.mp4,6,female,Calm,1,1,2,1,True
01-01-02-01-02-02-06.mp4,6,female,Calm,1,1,2,2,True
01-01-02-02-01-01-06.mp4,6,female,Calm,1,2,1,1,True
01-01-02-02-01-02-06.mp4,6,female,Calm,1,2,1,2,True
01-01-02-02-02-01-06.mp4,6,female,Calm,1,2,2,1,True
01-01-02-02-02-02-06.mp4,6,female,Calm,1,2,2,2,True
01-01-03-01-01-01-06.mp4,6,female,Happy,2,1,1,1,True
01-01-03-01-01-02-06.mp4,6,female,Happy,2,1,1,2,True
01-01-03-01-02-01-06.mp4,6,female,Happy,2,1,2,1,True
01-01-03-01-02-02-06.mp4,6,female,Happy,2,1,2,2,True
01-01-03-02-01-01-06.mp4,6,female,Happy,2,2,1,1,True
01-01-03-02-01-02-06.mp4,6,female,Happy,2,2,1,2,True
01-01-03-02-02-01-06.mp4,6,female,Happy,2,2,2,1,True
01-01-03-02-02-02-06.mp4,6,female,Happy,2,2,2,2,True
01-01-04-01-01-01-06.mp4,6,female,Sad,3,1,1,1,True
01-01-04-01-01-02-06.mp4,6,female,Sad,3,1,1,2,True
01-01-04-01-02-01-06.mp4,6,female,Sad,3,1,2,1,True
01-01-04-01-02-02-06.mp4,6,female,Sad,3,1,2,2,True
01-01-04-02-01-01-06.mp4,6,female,Sad,3,2,1,1,True
01-01-04-02-01-02-06.mp4,6,female,Sad,3,2,1,2,True
01-01-04-02-02-01-06.mp4,6,female,Sad,3,2,2,1,True
01-01-04-02-02-02-06.mp4,6,female,Sad,3,2,2,2,True
01-01-05-01-01-01-06.mp4,6,female,Angry,4,1,1,1,True
01-01-05-01-01-02-06.mp4,6,female,Angry,4,1,1,2,True
01-01-05-01-02-01-06.mp4,6,female,Angry,4,1,2,1,True
01-01-05-01-02-02-06.mp4,6,female,Angry,4,1,2,2,True
01-01-05-02-01-01-06.mp4,6,female,Angry,4,2,1,1,True
01-01-05-02-01-02-06.mp4,6,female,Angry,4,2,1,2,True
01-01-05-02-02-01-06.mp4,6,female,Angry,4,2,2,1,True
01-01-05-02-02-02-06.mp4,6,female,Angry,4,2,2,2,True
01-01-06-01-01-01-06.mp4,6,female,Fearful,5,1,1,1,True
01-01-06-01-01-02-06.mp4,6,female,Fearful,5,1,1,2,True
01-01-06-01-02-01-06.mp4,6,female,Fearful,5,1,2,1,True
01-01-06-01-02-02-06.mp4,6,female,Fearful,5,1,2,2,True
01-01-06-02-01-01-06.mp4,6,female,Fearful,5,2,1,1,True
01-01-06-02-01-02-06.mp4,6,female,Fearful,5,2,1,2,True
01-01-06-02-02-01-06.mp4,6,female,Fearful,5,2,2,1,True
01-01-06-02-02-02-06.mp4,6,female,Fearful,5,2,2,2,True
01-01-07-01-01-01-06.mp4,6,female,Disgust,6,1,1,1,True
01-01-07-01-01-02-06.mp4,6,female,Disgust,6,1,1,2,True
01-01-07-01-02-01-06.mp4,6,female,Disgust,6,1,2,1,True
01-01-07-01-02-02-06.mp4,6,female,Disgust,6,1,2,2,True
01-01-07-02-01-01-06.mp4,6,female,Disgust,6,2,1,1,True
01-01-07-02-01-02-06.mp4,6,female,Disgust,6,2,1,2,True
01-01-07-02-02-01-06.mp4,6,female,Disgust,6,2,2,1,True
01-01-07-02-02-02-06.mp4,6,female,Disgust,6,2,2,2,True
01-01-08-01-01-01-06.mp4,6,female,Surprised,7,1,1,1,True
01-01-08-01-01-02-06.mp4,6,female,Surprised,7,1,1,2,True
01-01-08-01-02-01-06.mp4,6,female,Surprised,7,1,2,1,True
01-01-08-01-02-02-06.mp4,6,female,Surprised,7,1,2,2,True
01-01-08-02-01-01-06.mp4,6,female,Surprised,7,2,1,1,True
01-01-08-02-01-02-06.mp4,6,female,Surprised,7,2,1,2,True
01-01-08-02-02-01-06.mp4,6,female,Surprised,7,2,2,1,True
01-01-08-02-02-02-06.mp4,6,female,Surprised,7,2,2,2,True
01-01-01-01-01-01-07.mp4,7,male,Neutral,0,1,1,1,True
01-01-01-01-01-02-07.mp4,7,male,Neutral,0,1,1,2,True
01-01-01-01-02-01-07.mp4,7,male,Neutral,0,1,2,1,True
01-01-01-01-02-02-07.mp4,7,male,Neutral,0,1,2,2,True
01-01-02-01-01-01-07.mp4,7,male,Calm,1,1,1,1,True
01-01-02-01-01-02-07.mp4,7,male,Calm,1,1,1,2,True
01-01-02-01-02-01-07.mp4,7,male,Calm,1,1,2,1,True
01-01-02-01-02-02-07.mp4,7,male,Calm,1,1,2,2,True
01-01-02-02-01-01-07.mp4,7,male,Calm,1,2,1,1,True
01-01-02-02-01-02-07.mp4,7,male,Calm,1,2,1,2,True
01-01-02-02-02-01-07.mp4,7,male,Calm,1,2,2,1,True
01-01-02-02-02-02-07.mp4,7,male,Calm,1,2,2,2,True
01-01-03-01-01-01-07.mp4,7,male,Happy,2,1,1,1,True
01-01-03-01-01-02-07.mp4,7,male,Happy,2,1,1,2,True
01-01-03-01-02-01-07.mp4,7,male,Happy,2,1,2,1,True
01-01-03-01-02-02-07.mp4,7,male,Happy,2,1,2,2,True
01-01-03-02-01-01-07.mp4,7,male,Happy,2,2,1,1,True
01-01-03-02-01-02-07.mp4,7,male,Happy,2,2,1,2,True
01-01-03-02-02-01-07.mp4,7,male,Happy,2,2,2,1,True
01-01-03-02-02-02-07.mp4,7,male,Happy,2,2,2,2,True
01-01-04-01-01-01-07.mp4,7,male,Sad,3,1,1,1,True
01-01-04-01-01-02-07.mp4,7,male,Sad,3,1,1,2,True
